FHDI_Herb_ID,Herb_Latin_Name,Herb_English_Name,Herb_Pinyin_Name,Herb_Chinese_Name,Properties,Meridians ,Use_Part,Function ,Indication,Toxicity ,Therapeutic_Class,Therapeutic _Class_Chinese,HERB_ID,SymMap_ID,NPASS_ID,Taxonomy_ID,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Drug homologous food
H00707,Lonicera japonica,Japanese Honeysuckle Vine,REN DONG TENG,忍冬藤,Cold; Sweet,Lung; Spleen; Stomach; Heart,stem-branch,"To clear heat and resolve toxin, free network vessels.","Warm disease fever, swelling toxin of sore and welling abscess, heat toxin blood dysentery, wind-damp-heat impediment.",NA,Heat clearence,清热,HERB004605,NA,NPO1515,105884,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Lonicera,NA
H00708,Panax ginseng,Radix Ginseng,REN SHEN,人参,Minor Warm; Sweet; Slightly Bitter,Lung; Spleen; Heart,root,"To reinforce the vital energy, to remedy collapse and restore the normal pulse, to benefit the spleen and lung, to promote the production of body fluid, and to calm the nerves.","Qi vacuity and verging on desertion, cold limbs and faint pulse, reduced food intake due to spleen vacuity, cough and asthma due to lung vacuity, fluid damage and thirst, diabetes mellitus due to internal heat, enduring illness qi vacuity, fright palpitation and insomnia, impotence, uterus cold, cardiac failure.",NA,Qi Reinforcing Drugs,补气药,HERB004609,336,NA,4054,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Apiales,Araliaceae,Panax,NA
H00709,Panax ginseng x P . quinquefolium,NA,REN SHEN XI YANG SHEN ZA JIAO ZHONG,人参西洋参杂交种,NA,NA,NA,NA,NA,NA,NA,NA,HERB004614,NA,NA,4054,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Apiales,Araliaceae,Panax,NA
H00710,Folium Ginseng,Ginseng Leaf,REN SHEN YE,人参叶,NA,NA,leaf,"To nourish qi and lung, expel summer-heat, to promote fluid secretion.","Summerheat-heat and thirst, febrile diseases fluid damage, stomach yin insufficiency, diabetes mellitus, dry cough due to lung dryness, vacuity-fire toothache.",NA,Qi Reinforcing Drugs,补气药,HERB004616,337,NA,4054,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Apiales,Araliaceae,Panax,NA
H00712,Magnolia obovata,Whiteleaf Japanese Magnolia,RI BEN HOU PO,日本厚朴,NA,NA,NA,NA,NA,NA,NA,NA,HERB004637,NA,NPO11791,349509,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia,NA
H00713,Chamaecyparis pisifera,Sawara False Cypress,RI BEN HUA BAI,日本花柏,NA,NA,NA,NA,NA,NA,NA,NA,HERB004638,NA,NPO6272,99808,Eukaryota,Viridiplantae,Streptophyta,Pinopsida,Cupressales,Cupressaceae,Chamaecyparis,NA
H00714,Phellodendron japonicum,JapanCorktree,RI BEN HUANG BAI,日本黄柏,NA,NA,NA,NA,NA,NA,NA,NA,HERB004639,NA,NPO5740,NA,NA,NA,NA,NA,NA,NA,NA,NA
H00716,Lythrum anceps,Twoedged Loosestrife,RI BEN QIAN QU CAI,日本千屈菜,NA,NA,whole herb,See Lythrum salicaria .,See Lythrum salicaria .,NA,NA,NA,HERB004663,NA,NA,13129,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Myrtales,Lythraceae,Lythrum,NA
H00717,Prunus yedoensis,Tokyo Cherry,RI BEN YING HUA,日本樱花,NA,NA,NA,NA,NA,NA,NA,NA,HERB004679,NA,NPO4739,3759,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,NA
H00718,Herba Cistanches,Desertliving Cistanche,ROU CONG RONG,肉苁蓉,Warm; Sweet; Salty,Large Intestine; Kidney,fleshy stem,"To reinforce the kidney, replenish vital essence and blood, and induce Taxation.","Impotence, infertility, backache, limp aching lumbus and knees, weakness in sinews and bones, intestinal dry and constipation.",NA,Yang Reinforcing Drugs,补阳药,HERB004692,338,NA,87753,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Orobanchaceae,No Rank at Level Genus,NA
H00719,Cortex Cinmomi,Cassia Bark,ROU GUI,肉桂,Hot; Pungent; Sweet,Spleen; Liver; Heart; Kidney,bark,"To supplement body fire, reinforce yang, and lead the fire back to the kidney, to dispel cold and relieve pain, and to activate blood circulation and stimulate menstrual discharge.","Impotence, uterus cold, cold pain in lumbus and knees, kidney vacuity asthma, yang vacuity dizziness, red eyes and sore pharynx, cold pain in heart and abdomen, vacuity cold vomiting and diarrhea, cold mounting, running piglet, amenorrhea, dysmenorrhea.",NA,Warming Interior Drugs,温里药,HERB004694,340,NA,NA,NA,NA,NA,NA,NA,NA,NA,The herb belongs to a list of traditional Chinese medicines published by China's National Health Commission as both food and medicine
H00720,Resi oliani,Frankincense,RU XIANG,乳香,Warm; Pungent; Bitter,Spleen; Liver; Heart,balsam,1. To invigorate blood and stop pain; 2. To reduce swelling,"Pain in heart and abdomen, wind-damp impediment pain, amenorrhea, dysmenorrhea, stasis pain from knocks and falls, swelling toxin of welling abscess and flat abscess, intestinal welling abscess, enduring sores.",NA,Blood Activating Stasis Removing Drugs,活血祛瘀药,HERB004719,341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H00721,Rhododendron lingii,Ruyuan Rhododendron,RU YUAN DU JUAN,乳源杜鹃,NA,NA,NA,NA,NA,NA,NA,NA,HERB004721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H00722,Heracleum lanatum,Soft-hair Cowparsnip,RUAN MAO DU HUO,软毛独活,NA,NA,root,See Angelica pubescens f. biserrata .,See Angelica pubescens f. biserrata.,NA,NA,NA,HERB004725,NA,NPO29912,40918,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Heracleum,NA
H00723,Nux Prinsepiae,Hedge Prinsepia Nut,RUI REN,蕤仁,NA,NA,NA,"To nourish the liver and improve eyesight, and to dispel wind-heat.",Treatment of conjuntivitis and blepharitis marginalis with impaired vision and photophobia.,NA,Pungent Cool Diaphoretics,辛凉解表药,HERB004734,342,NPO20148,NA,NA,NA,NA,NA,NA,NA,NA,NA
H00724,Rhizoma seu Herba Saururi,Chinese Lizardtail Rhizome or Herb,SAN BAI CAO,三白草,NA,NA,rhizome or whole plant,"To remove toxic heat, and cause diuresis.","Edema, beriberi, jaundice, strangury-turbidity, vaginal discharge, swollen welling abscess, clove sore.",NA,Diuretic Dampness Excreting Drugs,利水渗湿药,HERB004752,343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H00725,Cephalotaxus fortunei,Fortune Plumyew,SAN JIAN SHAN,三尖杉,NA,NA,branchlet-leaf,Anticancer.,"Carcinoma of stomach, carcinoma of rectum, carcinoma of lung, carcinoma of esophagus, lymphatic sarcoma, leukaemia.",NA,NA,NA,HERB004766,NA,NPO18950,66169,Eukaryota,Viridiplantae,Streptophyta,Pinopsida,Cupressales,Taxaceae,Cephalotaxus,NA
H00726,Rhizoma Sparganii,Common Burreed Tuber,SAN LENG,三棱,Mild; Bitter,Spleen; Liver,tuber,"To eliminate blood stasis with strong effect, promote the flow of qi, remove the retention of undigested food, and relieve pain.","Concretion conglomeration accumulation and gathering, qi-blood stagnation, pain in heart and abdomen, distending pain in rib-side, amenorrhea, postpartum blood stasis abdominal pain, knocks and falls, swelling of sores.",NA,Blood Activating Stasis Removing Drugs,活血祛瘀药,HERB004774,345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H00727,Radix Notoginseng,Sanchi,SAN QI,三七,Warm; Pungent; Slightly Bitter,Stomach; Liver,root,"To eliminate blood stasis, arrest bleeding, cause subsidence of swelling and alleviate pain.","Hemoptysis, blood ejection, spontaneous external bleeding, hematochezia, flooding and spotting, bleeding due to external injury, angina pectoris, stabbing pain in chest and abdomen, painful swelling from knocks and falls.",NA,Stasis-Resolving Hemostatic Medicinal,化瘀止血药,HERB004783,346,NA,44586,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Apiales,Araliaceae,Panax,NA
H00728,NA,Notoginseng Flos,SAN QI HUA,三七花,NA,NA,NA,NA,NA,NA,Antipyretic Detoxicate Drugs,清热解毒药,HERB004785,347,NA,44586,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Apiales,Araliaceae,Panax,NA
H00729,Erica umbellata,Umbels Heath,SAN XING OU SHI NAN,三星欧石楠,NA,NA,NA,NA,NA,NA,NA,NA,HERB004803,NA,NPO6118,1643853,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Erica,NA
H00730,Phellinus igniarius,Phellinus igniarius,SANG HUANG,桑黄,NA,NA,sporocarp,"To stanch bleeding, quicken blood, transform rheum, check diarrhea.","Flooding, blood strangury, prolapse of rectum with bleeding, vaginal discharge, amenorrhea.",NA,NA,NA,HERB004828,NA,NPO24588,40472,Eukaryota,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Phellinus,NA
H00731,Herba Taxilli,Chinese Taxillus Herb,SANG JI SHENG,桑寄生,Mild; Sweet; Bitter,Liver; Kidney,stem and branch-leaf,"To replenish the liver and the kidney, to strengthen the tendons and bones, to relieve rheumatic conditions, and to prevent abortion.","Angina pectoris, arrhythmia, hypertension, wind-damp impediment pain, aching in lumbus and knees, stomachache, scant breast milk, knocks and falls, toxin swelling of sores, frostbite.",NA,Wind-Damp-Dispelling And Sinew-Bone-Strengthening Medicinal,祛风湿筋骨药,HERB004829,349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H00732,Ootheca Mantidis,Egg Capsule of Mantid,SANG PIAO XIAO,桑螵蛸,Mild; Sweet; Salty,Liver; Kidney,Tenodera sinensis Saussure;Statilia maculata (Thunberg).;Hierodula patellifera (Serville).,"To arrest spontaneous emission, to reduce excessive urination, and to cure turbid discharge from the urethra. cturnal emission, spermatorrhea, enuresis, frequent urination, turbid discharge with urine.","To arrest spontaneous emission, to reduce excessive urination, and to cure turbid discharge from the urethra. cturnal emission, spermatorrhea, enuresis, frequent urination, turbid discharge with urine.",NA,Astriction,收涩,HERB004831,NA,NPO21563,NA,NA,NA,NA,NA,NA,NA,NA,NA
H00733,Fructus Mori,Mulberry Fruit,SANG SHEN,桑椹,Cold; Sweet,Liver; Heart; Kidney,NA,To nourish n and blood and promote the production of body fluid.,"Its contains sugar, organic acid , vitamins B1, B2 and C and carotene. Its oleum contains oleic acid and linoleic acid.",NA,Yin-Tonifying Medicinal,补阴药,HERB004832,350,NPO67,3498,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Moraceae,Morus,The herb belongs to a list of traditional Chinese medicines published by China's National Health Commission as both food and medicine
H00734,Folium Mori,Mulberry Leaf,SANG YE,桑叶,Cold; Sweet; Bitter,Lung; Liver,leaf,"To dispel wind-heat and to remove heat from the lung, to subdue hyperactivity of the liver and improve eyesight.","Wind-heat common cold, lung heat dry cough, dizziness and headache, red eyes and clouded vision.",NA,Pungent Cool Diaphoretics,辛凉解表药,HERB004834,351,NA,3498,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Moraceae,Morus,The herb belongs to a list of traditional Chinese medicines published by China's National Health Commission as both food and medicine
H00735,Ramulus Mori,Mulberry Twig,SANG ZHI,桑枝,Mild; Bitter,Liver,young twig,To relieve rheumatic arthralgia.,"Hypertension, aching pain in joints, numbness in joints.",NA,Wind-Dampnessdispelling And Heatclearing Medicinal,祛风湿清热药,HERB004837,352,NA,3498,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Moraceae,Morus,NA
H00736,fructus hippophae,fruit of seabuckthorn,SHA JI,沙棘,Warm; Sour; Punkery,Large Intestine; Stomach; Small Intestine; Liver,NA,NA,NA,NA,Phlegresolving Medicine,化痰药,HERB004849,353,NPO11247,NA,NA,NA,NA,NA,NA,NA,NA,The herb belongs to a list of traditional Chinese medicines published by China's National Health Commission as both food and medicine
H00737,Fructus Amomi,Villous Amomum Fruit,SHA REN,砂仁,Warm; Pungent,Spleen; Stomach,ripe fruit or seed,"To eliminate damp and improve appetite, to warm the spleen and check diarrhea, and to prevent abortion.","Abdominal pain glomus distention, food stagnation in torpid stomach, dysphagia-occlusion, vomiting, cold dysentery, stirring fetus in pregnancy.",NA,Dampness Removing Drugs,化湿药,HERB004853,355,NPO24159,NA,NA,NA,NA,NA,NA,NA,NA,The herb belongs to a list of traditional Chinese medicines published by China's National Health Commission as both food and medicine
H00738,Radix Glehniae,Glehnia root,SHA SHEN,沙参,Minor cold; Sweet,Lung; Stomach,Glehnia littoralis Fr. Sehmidt ex Miq;Adenophora tetraphylla (Thunb.) Fisch,"Treatment of: 1. Deficient yin of the lungs with heat manifested as dry cough or cough with scanty sputum, hoarse voice from a chronic cough, dry throat and thirst. Glehnia root (Shashen) is used with Ophiopogon root (Maidong) and Tendrilled fritillary bulb (Chuanbeimu). 2. Body fluids consumed by febrile diseases manifested as dry tongue and poor appetite. Glehnia root (Shashen) is used with Ophiopogon root (Maidong), Fresh rehmannia root (Shengdihuang) and Fragrant solomonseal rhizome (Yuzhu) in the formula Yiwei Tang.","Treatment of: 1. Deficient yin of the lungs with heat manifested as dry cough or cough with scanty sputum, hoarse voice from a chronic cough, dry throat and thirst. Glehnia root (Shashen) is used with Ophiopogon root (Maidong) and Tendrilled fritillary bu",NA,For tonifying weakness,补虚,HERB004855,NA,NPO16129,48118,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Apiales,Apiaceae,No Rank at Level Genus,NA
H00739,Sophora moorcroftiana,Sandliving Sophora,SHA SHENG HUAI,砂生槐,NA,NA,seed,"To clear heat and dry damp, resolve toxin.","Damp-heat jaundice, diphtheria, nipple moth.",NA,NA,NA,HERB004857,NA,NPO24618,1323965,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Sophora,NA
H00740,Helichrysum arenarium,Yellow Everlasting,SHA SHENG LA JU,沙生蜡菊,NA,NA,inflorescence,NA,"Cholecystitis, gallstones.",NA,NA,NA,HERB004858,NA,NPO21356,261776,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Helichrysum,NA
H00741,NA,granulated sugar,SHA TANG,砂糖,Warm; Sweet,Spleen; Stomach; Liver,NA,NA,NA,NA,NA,NA,HERB004861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H00742,Semen Astragali Complati,Flatstem Milkvetch Seed,SHA YUAN ZI,沙苑子,Sweet; warm,Liver; kidney,NA,"To benefit the liver and the kidney, arrest seminal discharge, restrain urination and improve eyesight.","Treatment of back pain, nocturnal emission and premature ejaculation in deficiency syndromes of the kidney, turbid discharge with urination, excessive leukorrhea, dribbling of urine after urination, dizziness and blurred vision.",NA,Yang Reinforcing Drugs,补阳药,HERB004864,354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H00743,Aconitum monticola,Country Monkshood,SHAN DI WU TOU,山地乌头,NA,NA,NA,NA,NA,NA,NA,NA,HERB004878,NA,NA,1045225,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Aconitum,NA
H00744,Radix Sophorae Tonkinensis,Vietmese Sophora Root,SHAN DOU GEN,山豆根,Cold; Bitter,Lung; Stomach,root and rhizome,"To remove toxic heat, promote the subsidence of swelling, and soothe the sore throat.","Septicemia, ulcer of uterine cervix, chronic cervicitis, bacillary dysentery, enteritis, hydatid moles, chorioblastoma, asthma, chronic bronchitis, acute tonsillitis, laryngitis, accumulated fire toxin, swelling pain in throat, gingiva painful swelling.",NA,Antipyretic Detoxicate Drugs,清热解毒药,HERB004883,357,NA,714503,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Sophora,NA
H00746,Diphylleia grayi,Japanese Umbrellaleaf,SHAN HE YE,山荷叶,NA,NA,rhizome,See Diphylleia sinensis.,See Diphylleia sinensis.,NA,NA,NA,HERB004891,NA,NPO5200,153727,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ranunculales,Berberidaceae,Diphylleia,NA
H00747,Ixeris chinensis,China Ixeris,SHAN KU MAI,山苦荬,Cool; Bitter,Lung; Liver,whole herb or root,"To clear heat and resolve toxin, disperse swelling and expel pus, cool blood and stanch bleeding.","Intestinal welling abscess, pulmonary welling abscess, lung heat cough, enteritis, dysentery, cholecystitis, pelvic inflamation, swelling toxin of sore and boil, scrotal eczema, blood ejection, spontaneous external bleeding, flooding, knocks and falls.",NA,NA,NA,HERB004903,NA,NPO10533,318058,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Ixeris,NA
H00748,Crataegus pinnatifida var. major,Red Fruit,SHAN LI HONG,山里红,NA,NA,fruit,See Crataegus pinnatifida .,See Crataegus pinnatifida.,NA,NA,NA,HERB004905,NA,NPO12011.1,714459,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Crataegus,NA
H00749,Ephedra gerardiana,Gerard Ephedra,SHAN LING MA HUANG,山岭麻黄,NA,NA,herbaceous twigs,See Ephedra sinica.,See Ephedra sinica.,NA,NA,NA,HERB004907,NA,NPO7976,42328,Eukaryota,Viridiplantae,Streptophyta,Gnetopsida,Ephedrales,Ephedraceae,Ephedra,NA
H00750,Desmodium racemosum,Acutifoliate Podocarpium,SHAN MA HUANG,山蚂蝗,NA,NA,herb,"To dispel wind and eliminate damp, quicken blood and resolve toxin.","Wind-damp impediment pain, flooding, vaginal discharge, haryngolaryngitis, mammary welling abscess, knocks and falls, poisonous snake bite.",NA,NA,NA,HERB004908,NA,NPO27333,NA,NA,NA,NA,NA,NA,NA,NA,NA
H00751,Rhizoma Kaempferiae,Galanga Resurrectionlily Rhizome,SHAN NAI,山柰,Warm; Pungent,Stomach,rhizome,"To stimulate the functional activity of the stomach, promote digestion and relieve pain.","Distention fullness in chest and diaphragm, cold pain in stomach duct and abdomen, non-digestion of food accumulation.",NA,Warming Interior Drugs,温里药,HERB004914,358,NA,97748,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Zingiberales,Zingiberaceae,No Rank at Level Genus,NA
H00752,Prunus davidiana,David Peach Bast,SHAN TAO JING BAI PI,山桃茎白皮,NA,NA,bast,See Prunus persica.,See Prunus persica.,NA,NA,NA,HERB004921,NA,NPO4446,151430,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,NA
H00753,Prunus davidiana,David Peach Juvenile Branch,SHAN TAO ZHI,山桃枝,NA,NA,branchlet,See Prunus persica.,See Prunus persica.,NA,NA,NA,HERB004922,NA,NPO4446,151430,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,NA
H00754,Lactuca indica,Indian Lettuce,SHAN WO JU,山莴苣,NA,NA,whole herb or root,"To clear heat and resolve toxin, quicken blood and stanch bleeding.","Swelling pain in throat, intestinal welling abscess, swelling pain of sore and boil, postpartum blood stasis abdominal pain, wart, flooding and spotting, bleeding from hemorrhoids.",NA,NA,NA,HERB004925,NA,NPO23670,75953,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Lactuca,NA
H00755,Sanguis Naemorhedi,Blood of sheep,SHAN YANG XUE,山羊血,Minor Warm; Sweet; Salty,Liver; Heart,NA,NA,NA,NA,NA,NA,HERB004937,NA,NA,34870,Eukaryota,Metazoa,Chordata,Mammalia,Artiodactyla,Bovidae,No Rank at Level Genus,NA
H00756,Vicia amoena,Broadleaf Vetch,SHAN YE WAN DOU,山野豌豆,NA,NA,whole herb,"To dispel wind and eliminate damp, quicken blood and relieve pain.","Wind-damp pain, hypertonicity of sinews and vessels, scrotal eczema, knocks and falls, innominate toxin swelling, nosebleed(epistaxis), flooding and spotting.",NA,NA,NA,HERB004939,NA,NPO24321,153950,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,NA
H00757,Crataegus pinnatifida,Chinese Hawthorn Equivalent plant: Crataegus pinnatifida var major,SHAN ZHA,山楂,Minor Warm; Sweet; Sour,Spleen; Stomach; Liver,fruit,"To fortify stomach and disperse food, move qi and dissipate stasis, lower cholesterol.","Hyperlipemia, myocardiac ischemia, angina pectoris, meat-type food accumulation, distention fullness in stomach duct, abdominal pain and diarrhea, amenorrhea due to blood stasis, postpartum stasis stagnation abdominal pain, stabbing pain in heart and abdomen, mounting qi .",NA,NA,NA,HERB004945,NA,NPO12011,510735,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Crataegus,"Crataegus pinnatifida is a kind of medicinal and fruit tree in China. It can help digestion, reduce blood lipid and prevent atherosclerosis"
